Life expectancy ,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
75.3,8,5.38,946.6521165,88,0,54.2,11,71,5.23,88,0.1,6583.116248,1.1,1.1,0.731,13.4
67.0,6,0.49,11.76572311,94,0,15.1,9,94,3.69,94,1.1,326.825642,9.1,9.1,0.406,5.2
67.2,25,1.54,28.52135777,99,85,36.4,30,99,5.17,98,0.3,396.129969,3.3,3.3,0.607,11.3
75.8,1,3.83,427.3054534,92,0,53.5,1,93,5.36,92,0.5,4855.743789,1.8,1.7,0.727,12.8
79.2,3,13.78,3779.655273,29,5185,55.8,4,97,1.22,97,0.1,24275.2426,0.7,0.6,0.851,15.5
71.6,0,1.24,40.49128897,93,0,65.5,0,91,4.75,91,0.1,263.27236,0.1,0.1,0.676,13.7
73.9,1,8.14,198.94876,89,64,52.8,1,88,9.38,94,0.1,3725.63221,2.6,2.8,0.742,13.3
72.3,0,1.57,689.9440223,89,0,69.4,0,9,6.52,89,0.1,2594.74999,0.1,0.1,0.694,14.6
76.3,0,6.21,2331.532804,95,0,61.2,1,95,8.63,95,0.1,11938.212,1.5,1.5,0.777,15.6
73.4,0,1.6,611.9093566,97,37,17.3,0,96,5.89,96,0.1,3853.33348,14.5,14.6,0.617,12.2
72.9,4,0.49,216.7029481,95,408,27.9,4,94,3.4,94,0.1,4167.364387,9.5,9.3,0.723,12.0
86.0,0,11.88,4509.234803,46,443,58.9,0,94,8.76,94,0.1,48538.58776,0.3,0.2,0.907,18.2
65.4,33,0.2,4.259752532,41,5023,13.9,44,78,5.72,75,0.2,317.89198,17.6,18.2,0.469,9.4
55.3,23,4.33,15.99415192,92,173,15.2,35,89,7.86,92,2.9,196.2472628,7.9,7.9,0.319,7.9
57.0,31,7.82,1.9659778,88,2738,14.1,50,85,4.18,88,8.0,196.59778,7.2,7.4,0.343,7.2
66.3,1,5.8,22.31624272,96,7,46.9,2,96,4.7,96,0.1,265.353659,2.2,2.3,0.693,14.3
72.7,3,6.14,34.73924576,87,0,44.9,4,85,7.6,89,0.1,359.992184,2.1,2.1,0.654,11.9
44.5,5,2.67,57.90369752,87,0,27.4,6,88,6.3,89,34.8,862.9463118,9.3,9.2,0.437,10.7
73.8,54,7.52,1111.191325,96,68,52.0,61,99,8.27,99,0.1,11224.1548,2.9,2.9,0.716,13.8
47.1,38,1.18,6.847033785,99,1,16.2,61,99,8.99,99,21.1,297.6971211,7.3,7.1,0.377,9.6
59.2,23,6.5,10.82259524,91,0,31.3,34,92,6.44,91,6.3,127.47462,5.9,5.7,0.498,10.3
76.4,1,6.76,24.73142261,94,0,6.1,1,94,8.17,94,0.1,962.312164,1.6,1.5,0.77,15.7
61.8,2,0.15,47.30421873,74,0,21.6,2,82,5.82,74,0.1,769.1742883,7.1,6.9,0.476,10.5
77.3,1,6.9,119.2124275,87,4,54.9,1,91,7.5,87,0.1,927.723171,2.0,1.9,0.758,12.9
48.1,23,0.01,1.443286353,83,1006,23.8,32,83,11.9,83,0.6,78.4394757,7.5,7.4,0.426,9.5
76.8,0,4.61,693.8226461,92,22,54.2,0,87,9.94,92,0.1,4716.673325,2.5,2.5,0.728,13.9
68.5,129,0.08,254.4688257,83,15489,24.7,154,84,2.9,83,0.3,3687.953996,1.5,1.4,0.669,12.6
79.0,0,4.17,24.99717134,83,0,68.2,0,82,4.71,83,0.1,197.29417,0.2,0.2,0.659,12.3
76.2,1,5.72,631.1251711,88,0,51.1,2,98,7.0,88,0.1,5348.518399,2.1,2.0,0.744,12.9
74.8,10,8.16,1105.659031,85,0,58.0,12,92,6.49,91,0.1,7193.61764,1.1,0.9,0.788,16.3
63.5,2,8.3,805.3925284,82,2,34.6,3,8,3.13,82,4.9,9774.18117,6.3,6.2,0.669,12.5
82.0,3,11.1,6646.953935,74,272,61.6,3,99,11.56,99,0.1,42554.1225,0.6,0.6,0.887,16.2
62.8,2,8.9,133.5223672,75,2,34.1,3,75,3.12,75,6.0,1716.2258,6.4,6.3,0.664,12.5
72.8,28,1.29,103.523776,82,34,58.5,34,9,5.81,9,0.1,834.869161,5.0,4.8,0.687,11.9
88.0,2,11.86,4460.390006,97,362,61.1,2,98,8.23,98,0.1,28482.6948,0.6,0.5,0.844,15.9
74.6,11,4.38,1435.487755,9,0,57.2,12,9,7.2,9,0.1,7913.383432,2.1,1.9,0.72,13.6
74.2,0,4.98,678.5188944,9,0,57.2,0,92,6.74,92,0.1,5957.145693,2.1,2.2,0.762,13.6
74.5,266,4.27,39.22509728,95,131441,26.5,308,99,4.59,97,0.1,3471.247547,4.5,4.0,0.672,11.9
55.7,31,2.12,153.6783754,87,140,19.7,49,9,4.87,87,11.9,1369.68249,6.8,6.7,0.504,11.4
73.0,1,7.42,462.7076756,89,11,53.3,1,96,8.24,88,0.1,3331.228766,2.6,2.6,0.72,13.1
71.9,0,1.51,310.8203382,88,0,67.0,0,85,5.3,84,0.1,1842.44421,0.1,0.1,0.679,13.5
62.9,6,0.62,20.97991915,96,48,16.5,8,96,3.6,96,0.7,582.775532,8.8,8.7,0.405,5.0
57.5,82,9.63,87.04534954,79,1601,15.9,124,78,8.43,79,8.1,647.17732,6.1,6.1,0.464,10.8
71.4,0,4.19,240.139715,91,0,23.7,0,94,5.6,93,0.8,1976.45856,8.7,8.7,0.574,11.1
59.9,41,1.25,3.181373629,94,6,23.6,61,94,5.3,94,2.6,19.686718,7.7,7.6,0.519,9.1
65.7,12,0.01,7.549797238,98,10,2.8,16,98,7.53,98,0.4,76.5699517,5.8,5.8,0.488,10.8
81.0,2,11.2,7584.078579,88,780,59.9,3,94,11.25,95,0.1,41785.55691,1.1,1.1,0.907,16.7
71.8,0,3.73,502.3844946,97,3,28.6,0,98,4.38,97,0.1,5695.969327,7.6,7.5,0.713,13.4
46.2,4,2.69,9.18432717,9,2,28.3,6,87,8.47,88,30.0,918.432717,8.4,8.3,0.44,10.6
57.6,22,6.88,78.47020226,99,494,15.9,34,99,1.2,99,6.2,342.3656294,6.8,6.8,0.404,9.3
74.7,46,7.24,916.270845,96,220,54.5,52,96,8.48,97,0.1,12216.9446,2.8,2.7,0.734,14.2
58.1,27,0.01,50.57976483,51,175,22.7,41,42,5.64,51,0.5,561.997387,7.5,7.4,0.412,8.6
71.4,16,5.93,27.63810304,95,10315,2.2,19,97,3.7,96,0.7,296.54617,9.2,9.5,0.657,11.5
67.4,1,0.17,27.48907048,93,6,19.5,1,93,6.3,93,0.4,177.234497,16.8,17.5,0.0,10.9
88.0,0,11.5,17028.52798,95,6,59.6,0,96,7.34,99,0.1,115761.577,0.9,0.9,0.894,13.9
67.0,5,7.31,217.4345257,97,2392,56.4,6,95,6.41,96,0.9,1828.717626,2.7,2.8,0.707,14.5
82.4,1,9.25,423.680459,95,131,65.4,2,96,9.1,96,0.1,2921.9342,0.6,0.5,0.874,17.5
82.3,1,10.03,11714.99858,91,199,65.0,1,92,9.36,92,0.1,67677.63477,0.6,0.6,0.93,20.1
65.6,7,2.75,579.4128244,98,0,45.9,8,98,1.96,97,0.1,6675.262954,3.2,3.3,0.672,10.7
71.4,11,1.93,582.1469583,85,0,49.3,13,84,6.3,85,0.4,3452.828934,1.2,1.2,0.611,10.7
64.6,13,0.01,9.774676411,98,75,19.5,18,98,7.68,98,0.7,678.796973,6.1,6.1,0.475,10.5
52.1,4,0.01,162.1278115,93,0,32.0,6,9,1.62,93,9.4,1174.839214,5.8,5.6,0.491,10.8
62.5,2,0.01,78.39008571,89,1,22.6,2,85,7.11,86,0.8,788.632653,6.9,6.7,0.484,10.8
71.6,5,1.98,263.142699,84,0,48.8,6,91,5.1,87,0.1,7189.691229,2.8,2.9,0.741,11.7
74.5,3,2.31,191.7267589,99,79,19.8,4,99,3.43,99,0.1,2819.511161,15.3,15.3,0.739,13.5
57.3,53,0.01,36.86104319,69,221,22.5,86,7,6.58,69,1.6,777.659139,8.1,7.9,0.421,8.0
81.0,2,11.92,405.4475981,96,22,6.5,2,96,8.12,96,0.1,2651.71745,0.6,0.5,0.837,15.8
82.2,3,11.5,6739.677606,83,267,62.0,3,98,11.54,98,0.1,42955.24287,0.6,0.6,0.89,16.2
89.0,2,11.05,510.9327012,96,267,61.7,2,96,8.36,96,0.1,3279.414,0.6,0.5,0.849,16.0
52.0,59,0.54,6.660451777,79,232,17.0,106,67,6.25,63,2.2,391.791281,1.3,1.2,0.318,5.2
61.2,60,1.8,109.7051836,96,2395,19.5,86,97,5.23,96,3.4,987.4453967,8.1,7.9,0.53,11.1
54.2,56,5.9,68.7073044,84,495,24.9,87,82,5.18,84,6.7,1233.524316,6.4,6.5,0.466,8.8
81.7,1,2.63,409.4109292,97,23,63.0,1,95,7.36,95,0.1,3661.994,1.2,1.1,0.878,15.7
81.7,1,0.01,1491.703605,92,140,61.6,1,96,1.9,96,0.1,52157.4687,1.0,0.9,0.923,18.1
81.3,3,11.7,72.8001211,65,5048,6.1,3,99,11.2,99,0.1,473.34279,0.6,0.6,0.879,16.0
66.4,1200,2.77,57.73359864,38,31458,15.9,1600,76,4.28,79,0.2,1345.77153,27.0,27.8,0.569,10.4
64.6,20,11.32,333.2148711,94,3291,54.7,22,97,5.61,96,0.4,2975.132778,2.6,2.8,0.733,13.2
74.4,0,0.01,1542.635979,92,36,6.7,0,92,5.88,92,0.1,15725.1374,2.2,2.2,0.822,16.0
74.5,3,8.02,516.0554391,98,34,54.0,3,98,6.32,99,0.1,5196.932921,2.5,2.6,0.79,15.0
74.4,8,3.69,18.26183281,82,0,45.8,10,97,6.46,87,0.3,244.46898,1.5,1.4,0.679,12.6
73.2,0,0.01,492.0552263,64,1,73.4,0,62,5.2,64,0.1,4234.554443,0.2,0.1,0.698,12.9
58.0,25,6.39,10.66670728,95,0,3.8,36,95,6.88,95,6.8,111.227396,6.2,6.0,0.488,10.4
49.2,556,9.71,6.416252787,18,110927,19.3,893,45,4.11,36,5.4,87.8938738,12.9,12.9,0.463,8.9
71.0,0,6.37,128.0896289,9,0,41.1,0,9,6.47,9,0.2,1458.8796,6.0,6.4,0.773,12.5
86.0,3,12.4,5689.991931,39,40,58.0,4,99,1.53,99,0.1,36544.5853,0.6,0.6,0.87,16.1
59.3,11,0.61,110.9803062,6,17620,38.9,14,54,7.69,61,1.4,511.665773,1.5,1.5,0.428,6.9
67.5,6,4.49,7.883791474,4,817,54.8,8,99,5.59,99,0.7,635.789635,3.0,3.1,0.669,13.3
79.4,0,9.67,3632.243121,95,2,61.8,0,99,9.41,99,0.1,28827.32636,0.8,0.7,0.855,16.4
66.8,68,4.54,69.0204245,45,7360,18.3,89,76,3.0,79,0.1,957.287441,1.0,9.7,0.622,11.4
73.4,4,0.51,715.9709092,98,0,61.7,4,98,8.42,98,0.1,3679.19275,3.8,3.8,0.739,13.2
76.0,32,0.01,429.6625083,61,15,57.2,39,7,5.26,69,0.1,6651.12242,5.3,5.1,0.656,10.5
72.6,0,9.85,1137.6237,92,0,58.5,0,94,6.84,94,0.1,12219.37379,2.3,2.3,0.821,16.4
74.9,1,9.38,742.5109709,97,0,58.3,1,93,9.89,91,0.1,5659.3824,2.1,2.1,0.767,14.0
74.3,3,0.51,9.23002632,96,1569,36.3,4,96,3.89,96,0.1,145.1262,8.0,7.8,0.774,13.0
49.9,16,0.01,52.37766601,23,596,21.6,23,23,3.82,23,5.1,337.4849614,8.5,8.5,0.37,7.1
72.6,1,10.89,591.5100978,95,1,6.9,1,95,6.41,95,0.1,5932.899677,2.1,2.2,0.755,13.5
78.0,41,1.49,256.4341746,77,30509,54.3,50,88,5.16,88,0.1,3119.63716,5.2,5.1,0.653,11.1
85.0,2,8.2,771.1817686,14,13,61.9,2,95,9.75,95,0.1,4386.69948,0.5,0.4,0.891,15.8
67.5,60,4.21,155.4767618,88,341,21.6,78,91,4.5,91,0.1,1919.466195,1.0,9.7,0.655,11.5
84.0,1,2.23,33.58620657,96,9,61.1,1,94,7.38,95,0.1,2195.1769,1.1,1.1,0.87,15.7
47.8,5,2.75,91.85432774,88,0,28.8,6,86,8.85,88,27.3,934.428563,8.0,7.8,0.447,10.7
72.5,3,5.61,318.6201852,86,0,44.2,4,95,6.41,95,0.1,2312.192926,2.2,2.1,0.649,12.0
84.0,0,11.72,6386.95437,95,285,59.7,0,95,8.15,95,0.1,52567.52568,0.3,0.2,0.909,18.5
76.0,12,2.14,445.4423371,92,0,46.5,15,92,6.79,92,0.4,2635.753474,1.3,1.3,0.596,10.4
62.9,364,0.04,30.59320769,7,2981,18.9,459,78,2.91,77,0.1,711.4699463,21.2,21.7,0.487,6.1
71.4,2,2.55,416.4338399,91,0,52.1,2,91,6.83,91,0.3,3366.482133,1.7,1.6,0.662,12.8
81.0,3,12.2,5451.701225,35,36,57.5,4,98,1.6,98,0.1,34879.72633,0.6,0.6,0.86,15.5
81.3,1,10.56,872.5986092,94,11,62.5,2,92,8.53,92,0.1,4991.98289,0.7,0.6,0.918,19.0
61.1,11,0.71,85.7175381,61,0,42.7,14,72,4.4,71,1.4,956.668952,1.4,1.3,0.461,8.6
55.5,88,9.65,6.002527685,73,3776,15.2,137,7,9.76,73,8.4,41.858631,6.3,6.3,0.442,10.3
74.3,11,4.44,1487.896562,92,1,55.7,13,91,6.93,91,0.1,7884.984429,2.1,1.9,0.707,13.2
50.0,30,4.64,1.040021112,73,853,29.0,45,69,6.26,73,18.1,65.824121,7.5,7.4,0.419,9.9
69.6,18,0.01,8.523486403,92,1279,18.5,22,92,5.8,92,0.1,76.2386977,15.9,16.3,0.551,12.4
58.1,42,4.51,85.55592906,91,860,17.1,71,9,5.17,91,0.9,666.842783,8.8,8.4,0.377,6.7
72.4,0,4.45,339.9777364,98,0,26.8,0,99,4.24,99,0.4,3444.5566,7.6,7.6,0.621,12.4
52.6,32,2.08,10.85148218,8,535,19.2,51,77,4.37,8,13.6,114.587985,6.9,6.8,0.492,11.1
73.5,360,3.04,1.58668462,79,70549,23.4,427,87,4.72,87,0.1,158.668462,5.1,4.6,0.622,10.2
75.7,9,8.11,1504.329462,91,3,6.4,10,93,5.89,91,0.1,12726.9836,1.0,0.9,0.816,17.1
63.5,366,0.01,24.23455671,63,4740,17.9,466,69,2.61,67,0.1,563.594342,21.6,22.0,0.465,5.6
74.4,2,9.58,1078.358105,96,7450,58.4,2,92,5.48,91,0.1,8558.39766,2.8,3.0,0.797,15.3
69.6,0,6.35,103.3710689,89,0,38.4,0,89,4.49,92,0.6,1495.96337,6.2,6.6,0.751,12.3
89.0,0,9.88,271.2545531,98,0,6.9,0,98,9.5,98,0.1,2277.53613,0.7,0.5,0.837,16.8
56.8,66,1.97,59.83361364,81,1516,17.3,100,76,4.8,81,9.1,839.181117,8.4,8.3,0.494,10.1
62.6,156,1.32,67.77565369,65,3255,16.0,231,7,6.55,65,1.4,354.8463544,1.9,1.6,0.411,8.2
68.0,57,4.96,191.4949779,87,6538,23.1,72,87,4.29,87,0.1,2352.518156,1.0,9.7,0.669,11.5
61.1,2,5.99,547.0386679,95,853,35.2,3,96,5.64,95,6.2,6346.15624,8.0,7.8,0.669,12.3
78.0,6,2.1,22.48638351,74,0,47.3,6,84,5.85,81,0.1,495.294791,2.8,2.9,0.728,11.6
67.6,23,1.96,77.27092119,98,823,38.1,27,94,5.49,96,0.4,654.2838373,3.2,3.2,0.626,11.8
82.3,2,7.35,483.1916844,96,0,62.6,2,96,9.22,96,0.1,3537.27441,0.5,0.6,0.876,16.5
73.6,19,0.55,19.15853732,99,668,55.5,22,99,6.15,99,0.1,294.746728,6.3,6.2,0.623,11.6
68.4,0,5.67,312.7995946,96,0,42.6,0,95,4.53,96,1.5,3679.99523,3.6,3.6,0.684,12.2
61.6,2,9.02,545.4389573,75,0,31.9,3,78,2.86,81,10.0,8352.81711,6.9,6.8,0.645,12.4
71.1,18,5.88,0.27564826,95,4074,18.7,21,97,3.4,97,0.8,27.564826,9.4,9.7,0.64,10.9
64.8,20,10.87,266.5416917,81,580,54.5,24,97,5.99,97,0.3,2375.5944,2.7,2.9,0.727,12.8
71.4,0,3.62,310.6117683,54,0,68.9,0,26,4.45,55,0.1,2351.33814,0.2,0.2,0.665,12.4
77.2,0,4.76,430.8769785,99,0,56.5,1,99,5.66,99,0.1,4414.72314,1.3,1.4,0.759,14.2
78.6,0,13.03,1586.724172,88,0,54.8,0,98,6.42,98,0.1,23932.49128,0.9,1.0,0.823,13.4
68.0,59,4.42,159.5348489,85,1469,22.1,76,86,4.41,87,0.1,1825.341521,1.0,9.7,0.661,11.7
72.6,0,5.07,4.409153436,9,0,28.2,0,9,4.6,9,0.3,367.429453,7.3,7.2,0.632,13.1
64.3,21,0.28,1.020071763,89,428,21.7,32,76,4.62,89,0.4,11.631377,1.4,1.3,0.449,7.7
63.0,1,0.38,24.73299655,78,0,34.4,1,78,1.57,78,2.1,174.91511,5.6,5.4,0.467,6.3
71.7,4,9.82,431.3250367,99,117,53.4,4,97,5.43,97,0.1,3552.92452,3.4,3.9,0.733,12.9
72.4,4,0.55,27.44252286,95,28,57.8,4,95,8.88,95,0.1,223.83787,3.9,3.8,0.73,13.8
72.9,0,0.01,1521.672751,99,0,35.5,0,98,3.58,98,0.1,15687.34795,5.7,6.1,0.762,13.5
72.6,1,3.66,91.71154052,96,662,45.0,1,97,6.26,97,0.1,1175.788981,2.1,2.2,0.656,10.7
66.0,31,0.2,45.87989927,69,2838,14.4,41,91,5.7,89,0.2,348.6314534,17.4,18.0,0.476,9.6
76.4,0,4.54,630.3883564,89,45,53.1,0,9,9.58,89,0.1,4611.47298,2.6,2.6,0.717,13.3
73.1,6,5.91,843.7876995,8,2,54.7,7,84,4.22,84,0.7,5759.643,3.3,3.2,0.703,13.0
72.0,0,6.72,643.7035752,96,0,27.6,0,96,4.45,96,0.1,7663.1378,6.2,6.6,0.714,12.2
44.8,5,1.8,67.91361818,6,31,26.9,7,89,6.96,9,34.6,781.5145936,9.7,9.7,0.439,10.7
75.7,0,4.82,38.25414065,9,17,51.0,0,91,8.28,87,0.1,344.321698,2.9,2.8,0.697,12.7
78.7,1,8.62,1403.022211,9,12,58.0,1,9,8.47,91,0.1,12538.17883,0.9,0.8,0.801,14.2
72.5,3,3.64,275.064434,97,0,48.6,3,97,6.98,97,0.2,1518.85386,1.9,1.8,0.607,11.1
73.6,0,3.03,918.807245,98,2,31.3,0,98,5.2,98,0.1,9197.26972,7.1,7.1,0.748,14.1
64.7,0,0.5,1.76541345,73,0,7.6,0,79,9.98,7,0.1,115.3865,0.2,0.2,0.0,11.6
58.0,15,0.01,53.43964323,47,210,22.1,22,47,4.2,47,4.5,377.132274,8.4,8.3,0.345,7.1
52.0,521,8.9,133.1230872,49,8491,22.2,817,54,3.47,54,4.8,2327.3267,11.3,11.2,0.492,9.5
44.6,43,1.08,4.375316094,84,167,15.2,70,85,6.35,84,24.2,26.152517,7.6,7.5,0.362,10.3
58.9,43,7.38,123.753335,76,92,47.9,58,69,8.61,69,8.5,849.954224,6.6,8.0,0.638,12.8
79.9,2,6.76,2260.777642,9,0,61.8,2,9,7.24,9,0.1,15431.9293,0.8,0.8,0.826,15.5
68.0,1,12.98,24.24947846,7,21,54.4,1,99,6.13,99,0.1,1276.28834,2.7,2.8,0.675,13.1
72.7,422,2.91,106.3590358,7,58341,21.9,511,86,4.79,86,0.1,1148.5857,5.5,4.9,0.6,9.7
81.9,1,10.52,8875.786493,92,70,63.9,1,92,9.2,92,0.1,51874.848,0.7,0.6,0.927,19.5
49.1,81,7.01,212.9229325,61,2807,19.8,127,63,4.37,6,2.5,3347.84485,9.3,9.2,0.48,8.5
73.0,2,2.48,591.7757569,92,0,54.1,2,93,6.7,92,0.3,3827.786267,1.6,1.6,0.67,13.2
79.5,0,10.25,640.3560918,94,64,6.9,1,99,9.25,98,0.1,4443.83131,0.8,0.8,0.871,15.8
74.5,9,6.5,788.6873403,99,2641,31.3,10,99,4.0,99,0.1,6171.262444,7.9,7.9,0.733,13.6
62.0,10,0.88,23.40731286,66,0,45.7,13,69,4.94,72,1.0,177.867119,1.3,1.3,0.494,9.9
74.1,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,7.0,0.765,14.7
46.2,29,3.91,5.379606465,77,44,2.7,44,75,1.29,77,1.9,46.3759178,8.7,8.7,0.367,8.3
73.0,0,16.58,244.3510801,95,27,55.9,0,95,5.1,95,0.1,12595.4165,2.1,2.2,0.822,16.1
59.5,25,0.01,87.4080423,77,637,24.6,39,73,4.59,77,1.2,915.2674586,7.2,7.1,0.466,10.3
73.0,4,0.6,373.2628643,98,41,59.3,4,98,8.35,98,0.1,2762.86354,3.8,3.8,0.736,13.6
74.8,2,0.01,1.576409172,94,59,59.9,2,94,5.57,94,0.1,12.27733,2.6,2.8,0.797,14.7
77.0,12,2.14,443.3248254,94,0,47.2,14,94,6.64,94,0.4,2825.5247,1.3,1.3,0.602,10.5
81.5,3,11.5,751.3793553,78,0,61.1,3,99,11.44,99,0.1,4838.2444,0.6,0.6,0.885,16.1
78.9,2,7.39,209.4875875,92,0,58.7,2,95,6.35,96,0.1,1526.87746,0.9,0.9,0.797,14.8
76.5,1,6.94,1199.319976,94,0,54.2,2,95,8.5,94,0.1,7937.259931,2.0,1.9,0.756,12.8
71.2,0,0.85,457.9731742,63,0,49.9,0,65,3.85,65,0.1,3275.91684,1.5,1.4,0.591,10.8
86.0,2,10.94,895.8779503,88,1771,61.4,3,94,11.16,95,0.1,4653.91143,1.1,1.1,0.919,16.9
54.1,70,1.82,39.55677502,76,153,16.4,108,7,4.36,76,11.6,519.7999346,8.6,8.5,0.474,9.6
82.2,1,2.62,4348.33531,97,6,64.6,1,95,7.81,95,0.1,37582.84624,1.2,1.1,0.895,16.0
72.3,4,0.54,228.7838108,97,76,56.3,4,97,9.15,97,0.1,1889.213962,3.9,3.9,0.717,13.2
71.8,88,6.95,15.85781237,97,2,46.1,100,99,6.94,99,0.1,359.587582,3.3,3.3,0.699,14.8
75.2,2,10.4,9.1455559,98,120,56.0,3,99,6.17,99,0.1,94.7726,2.3,2.4,0.803,15.0
53.3,58,5.22,0.962497052,81,196,23.8,91,78,4.69,81,7.2,12.989164,6.7,6.8,0.456,8.2
59.8,1,0.45,20.86878709,25,24,3.9,2,88,7.72,88,3.5,147.586896,5.8,5.7,0.416,4.5
56.3,84,9.79,72.85023656,71,1319,15.6,130,69,9.1,71,8.2,449.6928183,6.2,6.2,0.453,10.6
66.4,19,0.26,12.80528533,89,32,23.8,27,85,4.66,89,0.3,152.443873,9.7,9.5,0.483,9.1
55.3,53,6.15,100.8987451,84,240,26.0,82,83,5.28,84,5.5,1182.869227,6.1,6.2,0.48,9.7
62.2,1,0.52,217.2125786,81,709,33.2,2,81,8.95,81,1.9,1536.15685,5.6,5.5,0.46,6.3
73.5,14,4.66,780.5946749,93,0,52.0,17,93,6.25,93,0.1,4674.21961,2.3,2.1,0.675,11.9
66.7,10,0.3,35.71613793,93,0,35.9,12,93,5.93,93,0.2,666.3458569,3.7,3.8,0.601,11.1
59.1,25,1.4,110.2633619,75,426,23.5,39,77,5.37,75,1.4,825.9427854,7.6,7.5,0.454,9.8
71.9,6,3.04,194.4335736,91,0,41.2,7,92,8.29,92,1.4,1157.3427,2.6,2.5,0.566,10.3
65.6,0,7.56,536.2332523,93,0,43.2,1,93,6.8,93,0.4,3439.597513,5.6,5.3,0.624,10.3
73.0,13,10.12,1340.553699,97,4711,59.9,15,97,7.7,97,0.1,14125.961,2.3,2.3,0.803,14.9
75.1,3,1.39,604.8701316,98,15,6.2,3,98,7.0,98,0.1,4271.68172,6.5,6.4,0.722,14.7
67.8,11,0.01,8.758214538,83,0,18.2,13,66,5.93,83,0.2,128.419568,11.0,11.1,0.546,10.8
57.4,30,2.3,143.8698873,94,26,2.2,47,93,4.73,94,9.1,1139.11233,6.7,6.6,0.518,11.6
74.4,8,3.65,16.37920405,88,0,46.5,9,9,6.22,88,0.3,278.557892,1.5,1.3,0.682,12.7
65.0,23,0.33,96.03725103,84,0,19.5,40,84,5.35,84,0.7,773.8698713,11.4,11.3,0.415,6.4
72.5,3,8.51,665.6427546,99,3196,54.4,4,97,5.6,97,0.1,5828.745662,3.2,3.7,0.755,13.7
